"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26"
"17367","Zotu17367","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",0.26,"Insecta","class",0.2,"Coleoptera","order",0.16,"Curculionidae","family",0.15,"Sphenophorus","genus",0.15,"Sphenophorus incurrens","species",0.15
"17369","Zotu17369","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",0.21,"Hydrozoa","class",0.16,"Anthoathecata","order",0.07,"Sympagohydridae","family",0.06,"Sympagohydra","genus",0.06,"Sympagohydra tuuli","species",0.06
"17371","Zotu17371","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",0.58,"Insecta","class",0.45,"Neuroptera","order",0.04,"Mantispidae","family",0.04,"Trichoscelia","genus",0.03,"Trichoscelia iridella","species",0.03
"17391","Zotu17391","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",0.3,"Hydrozoa","class",0.3,"Siphonophorae","order",0.1,"Apolemiidae","family",0.05,"Apolemia","genus",0.05,"Apolemia rubriversa","species",0.05
"17392","Zotu17392","","root","root",1,"Eukaryota","superkingdom",1,"Chordata","phylum",0.45,"Actinopteri","class",0.25,"Spariformes","order",0.05,"Nemipteridae","family",0.05,"Scolopsis","genus",0.05,"Scolopsis monogramma","species",0.05
"17393","Zotu17393","","root","root",1,"Eukaryota","superkingdom",1,"Echinodermata","phylum",0.1,"Crinoidea","class",0.1,"Comatulida","order",0.09,"Colobometridae","family",0.03,"Oligometra","genus",0.01,"Oligometra serripinna","species",0.01
"17394","Zotu17394","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",0.18,"Hydrozoa","class",0.17,"Siphonophorae","order",0.1,"Agalmatidae","family",0.06,"Marrus","genus",0.06,"Marrus orthocanna","species",0.06
"17395","Zotu17395","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",0.51,"Arachnida","class",0.2,"Astigmata","order",0.11,"Psoroptidae","family",0.05,"Chorioptes","genus",0.05,"Chorioptes sweatmani","species",0.05
"17396","Zotu17396","","root","root",1,"Eukaryota","superkingdom",1,"Annelida","phylum",0.53,"Haplotaxida","order",0.51,"Megascolecidae","family",0.29,"Amynthas","genus",0.21,"Amynthas taiwumontis","species",0.08,"","",NA
"17397","Zotu17397","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",0.56,"Hydrozoa","class",0.55,"Anthoathecata","order",0.27,"Pennariidae","family",0.24,"Pennaria","genus",0.24,"Pennaria disticha","species",0.24
"17398","Zotu17398","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",0.11,"Hydrozoa","class",0.1,"Narcomedusae","order",0.05,"Tetraplatia","genus",0.05,"Tetraplatia volitans","species",0.05,"","",NA
"17406","Zotu17406","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",0.49,"Anthozoa","class",0.29,"Alcyonacea","order",0.25,"Alcyoniidae","family",0.06,"Cladiella","genus",0.01,"Cladiella australis","species",0.01
"17407","Zotu17407","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",0.56,"Insecta","class",0.38,"Lepidoptera","order",0.06,"Papilionidae","family",0.02,"Papilio","genus",0.01,"Papilio lormieri","species",0.01
"17408","Zotu17408","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",0.76,"Insecta","class",0.72,"Diptera","order",0.3,"Agromyzidae","family",0.12,"Aulagromyza","genus",0.08,"Aulagromyza discrepans","species",0.08
"17411","Zotu17411","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",0.2,"Anthozoa","class",0.14,"Helioporacea","order",0.03,"Helioporidae","family",0.03,"Heliopora","genus",0.03,"Heliopora coerulea","species",0.03
"17412","Zotu17412","","root","root",1,"Eukaryota","superkingdom",1,"Echinodermata","phylum",0.08,"Echinoidea","class",0.03,"Temnopleuroida","order",0.02,"Temnopleuridae","family",0.02,"Pseudechinus","genus",0.02,"Pseudechinus albocinctus","species",0.02
"17415","Zotu17415","","root","root",1,"Eukaryota","superkingdom",1,"Mollusca","phylum",0.34,"Gastropoda","class",0.33,"Helicarionidae","family",0.04,"Gudeconcha","genus",0.02,"Gudeconcha sophiae","species",0.02,"","",NA
"17417","Zotu17417","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",0.28,"Insecta","class",0.19,"Odonata","order",0.06,"Perilestidae","family",0.06,"Perilestes","genus",0.06,"Perilestes kahli","species",0.06
"17418","Zotu17418","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",0.6,"Arachnida","class",0.38,"Araneae","order",0.32,"Thomisidae","family",0.04,"Mecaphesa","genus",0.03,"Mecaphesa rothi","species",0.02
"17419","Zotu17419","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",0.45,"Arachnida","class",0.11,"Mesostigmata","order",0.03,"Laelapidae","family",0.03,"Laelaps","genus",0.03,"Laelaps taingueni","species",0.03
"17421","Zotu17421","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",0.42,"Arachnida","class",0.08,"Scorpiones","order",0.04,"Bothriuridae","family",0.01,"Brachistosternus","genus",0.01,"Brachistosternus paposo","species",0.01
"17422","Zotu17422","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",0.49,"Insecta","class",0.43,"Hemiptera","order",0.11,"Cicadidae","family",0.11,"Atrapsalta (nomen nudum)","genus",0.04,"Atrapsalta nigristriga (nomen nudum)","species",0.04
"17423","Zotu17423","","root","root",1,"Eukaryota","superkingdom",1,"Mollusca","phylum",0.17,"Gastropoda","class",0.16,"Campanilidae","family",0.04,"Campanile","genus",0.04,"Campanile symbolicum","species",0.04,"","",NA
"17424","Zotu17424","","root","root",1,"Eukaryota","superkingdom",1,"Mollusca","phylum",0.13,"Gastropoda","class",0.1,"Helicarionidae","family",0.03,"Westracystis","genus",0.01,"Westracystis lissus","species",0.01,"","",NA
"17425","Zotu17425","","root","root",1,"Eukaryota","superkingdom",1,"Nematoda","phylum",0.18,"Chromadorea","class",0.18,"Tylenchida","order",0.18,"Aphelenchoididae","family",0.18,"Bursaphelenchus","genus",0.18,"Bursaphelenchus cocophilus","species",0.18
"17429","Zotu17429","","root","root",1,"Eukaryota","superkingdom",1,"Mollusca","phylum",0.09,"Gastropoda","class",0.08,"Trochomorphidae","family",0.06,"Videna","genus",0.06,"Videna planorbis","species",0.06,"","",NA
"17431","Zotu17431","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",0.37,"Insecta","class",0.24,"Coleoptera","order",0.07,"Curculionidae","family",0.02,"Sphenophorus","genus",0.02,"Sphenophorus incurrens","species",0.02
"17432","Zotu17432","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",0.79,"Insecta","class",0.71,"Diptera","order",0.16,"Syrphidae","family",0.09,"Antillus","genus",0.05,"Antillus ascita","species",0.05
"17434","Zotu17434","","root","root",1,"Eukaryota","superkingdom",1,"Porifera","phylum",0.24,"Demospongiae","class",0.24,"Halichondrida","order",0.07,"Axinellidae","family",0.07,"Ptilocaulis","genus",0.07,"Ptilocaulis walpersi","species",0.07
"17436","Zotu17436","","root","root",1,"Eukaryota","superkingdom",1,"Chordata","phylum",0.67,"Actinopteri","class",0.35,"Tetraodontiformes","order",0.05,"Monacanthidae","family",0.05,"Acanthaluteres","genus",0.03,"Acanthaluteres brownii","species",0.02
"17437","Zotu17437","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",0.82,"Insecta","class",0.65,"Diptera","order",0.15,"Anthomyiidae","family",0.06,"Botanophila","genus",0.06,"Botanophila discreta","species",0.03
"17442","Zotu17442","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",0.46,"Insecta","class",0.42,"Lepidoptera","order",0.11,"Lycaenidae","family",0.01,"Polyommatus","genus",0.01,"Polyommatus urmiaensis","species",0.01
"17443","Zotu17443","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",0.47,"Hydrozoa","class",0.28,"Narcomedusae","order",0.07,"Tetraplatia","genus",0.07,"Tetraplatia volitans","species",0.07,"","",NA
"17444","Zotu17444","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",0.2,"Anthozoa","class",0.16,"Scleractinia","order",0.11,"Pocilloporidae","family",0.08,"Pocillopora","genus",0.08,"Pocillopora eydouxi","species",0.08
"17447","Zotu17447","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",0.07,"Anthozoa","class",0.05,"Scleractinia","order",0.02,"Caryophylliidae","family",0,"Stephanocyathus","genus",0,"Stephanocyathus spiniger","species",0
"17451","Zotu17451","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",0.24,"Hydrozoa","class",0.2,"Leptothecata","order",0.07,"Campanulariidae","family",0.06,"Campanularia","genus",0.05,"Campanularia volubilis","species",0.05
"17455","Zotu17455","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",0.6,"Hydrozoa","class",0.5,"Anthoathecata","order",0.33,"Pennariidae","family",0.25,"Pennaria","genus",0.25,"Pennaria disticha","species",0.25
"17457","Zotu17457","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",0.35,"Anthozoa","class",0.19,"Alcyonacea","order",0.13,"Gorgoniidae","family",0.06,"Antillogorgia","genus",0.06,"Antillogorgia bipinnata","species",0.05
"17459","Zotu17459","","root","root",1,"Eukaryota","superkingdom",1,"Chordata","phylum",0.72,"Aves","class",0.19,"Passeriformes","order",0.07,"Sturnidae","family",0.06,"Speculipastor","genus",0.04,"Speculipastor bicolor","species",0.04
"17481","Zotu17481","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",0.3,"Hydrozoa","class",0.2,"Siphonophorae","order",0.15,"Apolemiidae","family",0.09,"Apolemia","genus",0.09,"Apolemia rubriversa","species",0.07
"17497","Zotu17497","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",0.34,"Insecta","class",0.29,"Coleoptera","order",0.25,"Curculionidae","family",0.24,"Sphenophorus","genus",0.24,"Sphenophorus incurrens","species",0.24
"17501","Zotu17501","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",0.87,"Hydrozoa","class",0.81,"Anthoathecata","order",0.41,"Tubulariidae","family",0.36,"Ralpharia","genus",0.29,"Ralpharia gorgoniae","species",0.29
"17509","Zotu17509","","root","root",1,"Eukaryota","superkingdom",1,"Mollusca","phylum",0.32,"Gastropoda","class",0.32,"Pyramidellidae","family",0.06,"Pyramidella","genus",0.06,"Pyramidella dolabrata","species",0.06,"","",NA
"17512","Zotu17512","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",0.19,"Calicogorgia","genus",0.11,"Calicogorgia granulosa","species",0.11,"","",NA,"","",NA,"","",NA
"17516","Zotu17516","","root","root",1,"Eukaryota","superkingdom",1,"Nematoda","phylum",0.15,"Chromadorea","class",0.14,"Rhabditida","order",0.11,"Metastrongylidae","family",0.07,"Metastrongylus","genus",0.07,"Metastrongylus pudendotectus","species",0.07
"17520","Zotu17520","","root","root",1,"Eukaryota","superkingdom",1,"Nematoda","phylum",0.18,"Chromadorea","class",0.17,"Rhabditida","order",0.11,"Metastrongylidae","family",0.09,"Metastrongylus","genus",0.09,"Metastrongylus salmi","species",0.09
"17521","Zotu17521","","root","root",1,"Eukaryota","superkingdom",1,"Entoprocta","phylum",0.02,"Loxosomatidae","family",0.02,"Loxosomella","genus",0.02,"Loxosomella aloxiata","species",0.02,"","",NA,"","",NA
"17523","Zotu17523","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",0.47,"Insecta","class",0.34,"Hymenoptera","order",0.12,"Apidae","family",0.07,"Eucondylops","genus",0.04,"Eucondylops konowi","species",0.04
"17525","Zotu17525","","root","root",1,"Eukaryota","superkingdom",1,"Porifera","phylum",0.22,"Demospongiae","class",0.2,"Halichondrida","order",0.03,"Axinellidae","family",0.02,"Ptilocaulis","genus",0.02,"Ptilocaulis walpersi","species",0.02
"17526","Zotu17526","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",0.25,"Hydrozoa","class",0.24,"Narcomedusae","order",0.1,"Tetraplatia","genus",0.1,"Tetraplatia volitans","species",0.1,"","",NA
"17527","Zotu17527","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",0.38,"Collembola","class",0.04,"Isotomidae","family",0.04,"Folsomia","genus",0.04,"Folsomia penicula","species",0.04,"","",NA
"17528","Zotu17528","","root","root",1,"Eukaryota","superkingdom",1,"Porifera","phylum",0.22,"Demospongiae","class",0.22,"Hadromerida","order",0.22,"Polymastiidae","family",0.21,"Quasillina","genus",0.18,"Quasillina brevis","species",0.18
"17537","Zotu17537","","root","root",1,"Eukaryota","superkingdom",1,"Porifera","phylum",0.11,"Demospongiae","class",0.11,"Hadromerida","order",0.06,"Tethyidae","family",0.05,"Tethya","genus",0.05,"Tethya hibernica","species",0.01
"17538","Zotu17538","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",0.26,"Insecta","class",0.14,"Coleoptera","order",0.08,"Curculionidae","family",0.07,"Sphenophorus","genus",0.06,"Sphenophorus incurrens","species",0.06
"17541","Zotu17541","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",0.48,"Malacostraca","class",0.09,"Decapoda","order",0.08,"Callianassidae","family",0.07,"Corallianassa","genus",0.07,"Corallianassa coutierei","species",0.07
"17546","Zotu17546","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",0.74,"Insecta","class",0.64,"Diptera","order",0.21,"Simuliidae","family",0.05,"Simulium","genus",0.05,"Simulium podostemi","species",0.04
"17554","Zotu17554","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",0.42,"Malacostraca","class",0.15,"Mysida","order",0.06,"Mysidae","family",0.06,"Archaeomysis","genus",0.06,"Archaeomysis articulata","species",0.06
"17555","Zotu17555","","root","root",1,"Eukaryota","superkingdom",1,"Chordata","phylum",0.46,"Actinopteri","class",0.23,"Perciformes","order",0.07,"Scorpaenidae","family",0.03,"Sebastapistes","genus",0.03,"Sebastapistes mauritiana","species",0.03
"17557","Zotu17557","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",0.63,"Insecta","class",0.56,"Lepidoptera","order",0.09,"Lycaenidae","family",0.05,"Leptotes","genus",0.03,"Leptotes marina","species",0.03
"17558","Zotu17558","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",0.61,"Insecta","class",0.52,"Lepidoptera","order",0.12,"Geometridae","family",0.05,"Eois","genus",0.05,"Eois muscosa","species",0.02
"17563","Zotu17563","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",0.36,"Arachnida","class",0.14,"Scorpiones","order",0.08,"Buthidae","family",0.04,"Centruroides","genus",0.03,"Centruroides thorellii","species",0.02
"17566","Zotu17566","","root","root",1,"Eukaryota","superkingdom",1,"Placozoa","phylum",0.17,"Trichoplax","genus",0.17,"Trichoplax adhaerens","species",0.17,"","",NA,"","",NA,"","",NA
"17567","Zotu17567","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",0.21,"Hydrozoa","class",0.12,"Siphonophorae","order",0.07,"Agalmatidae","family",0.05,"Marrus","genus",0.05,"Marrus orthocanna","species",0.05
"17576","Zotu17576","","root","root",1,"Eukaryota","superkingdom",1,"Nematoda","phylum",0.13,"Chromadorea","class",0.12,"Tylenchida","order",0.06,"Aphelenchoididae","family",0.06,"Bursaphelenchus","genus",0.06,"Bursaphelenchus cocophilus","species",0.06
"17581","Zotu17581","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",1,"Insecta","class",1,"Diptera","order",1,"Chironomidae","family",1,"Prodiamesa","genus",1,"Prodiamesa olivacea","species",1
"17585","Zotu17585","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",0.64,"Hydrozoa","class",0.51,"Siphonophorae","order",0.17,"Agalmatidae","family",0.1,"Marrus","genus",0.1,"Marrus orthocanna","species",0.1
"17589","Zotu17589","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",0.49,"Insecta","class",0.33,"Hymenoptera","order",0.16,"Braconidae","family",0.04,"Therophilus","genus",0.03,"Therophilus festivus","species",0.03
"17591","Zotu17591","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",0.43,"Anthozoa","class",0.41,"Alcyonacea","order",0.3,"Isididae","family",0.05,"Acanella","genus",0.04,"Acanella eburnea","species",0.04
"17593","Zotu17593","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",0.82,"Insecta","class",0.52,"Diptera","order",0.14,"Agromyzidae","family",0.01,"Phytomyza","genus",0.01,"Phytomyza lyalli","species",0.01
"17599","Zotu17599","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",0.69,"Pycnogonida","class",0.03,"Pantopoda","order",0.03,"Ammotheidae","family",0.03,"Ammothella","genus",0.03,"Ammothella tuberculata","species",0.03
"17602","Zotu17602","","root","root",1,"Eukaryota","superkingdom",1,"Chordata","phylum",0.26,"Ascidiacea","class",0.1,"Stolidobranchia","order",0.1,"Styelidae","family",0.1,"Cnemidocarpa","genus",0.1,"Cnemidocarpa verrucosa","species",0.1
"17605","Zotu17605","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",0.29,"Anthozoa","class",0.22,"Scleractinia","order",0.15,"Acroporidae","family",0.11,"Acropora","genus",0.11,"Acropora nasuta","species",0
"17608","Zotu17608","","root","root",1,"Eukaryota","superkingdom",1,"Nemertea","phylum",0.08,"Enopla","class",0.08,"Monostilifera","order",0.08,"Vulcanonemertes","genus",0.08,"Vulcanonemertes rangitotoensis","species",0.08,"","",NA
"17610","Zotu17610","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",0.37,"Anthozoa","class",0.36,"Scleractinia","order",0.3,"Siderastreidae","family",0.2,"Pseudosiderastrea","genus",0.2,"Pseudosiderastrea formosa","species",0.2
"17611","Zotu17611","","root","root",1,"Eukaryota","superkingdom",1,"Porifera","phylum",0.25,"Demospongiae","class",0.25,"Poecilosclerida","order",0.1,"Microcionidae","family",0.04,"Clathria","genus",0.04,"Clathria rugosa","species",0.03
"17612","Zotu17612","","root","root",1,"Eukaryota","superkingdom",1,"Porifera","phylum",0.3,"Homoscleromorpha","class",0.21,"Homosclerophorida","order",0.21,"Plakinidae","family",0.21,"Plakortis","genus",0.12,"Plakortis simplex","species",0.12
"17619","Zotu17619","","root","root",1,"Eukaryota","superkingdom",1,"Porifera","phylum",0.27,"Demospongiae","class",0.27,"Halichondrida","order",0.15,"Axinellidae","family",0.13,"Ptilocaulis","genus",0.08,"Ptilocaulis walpersi","species",0.08
"17621","Zotu17621","","root","root",1,"Eukaryota","superkingdom",1,"Platyhelminthes","phylum",0.11,"Cestoda","class",0.1,"Diphyllidea","order",0.03,"Echinobothriidae","family",0.03,"Echinobothrium","genus",0.03,"Echinobothrium harfordi","species",0.03
"17624","Zotu17624","","root","root",1,"Eukaryota","superkingdom",1,"Mollusca","phylum",0.31,"Gastropoda","class",0.2,"Volutidae","family",0.08,"Alcithoe","genus",0.08,"Alcithoe wilsonae","species",0.06,"","",NA
"17628","Zotu17628","","root","root",1,"Eukaryota","superkingdom",1,"Mollusca","phylum",0.32,"Gastropoda","class",0.29,"Nudibranchia","order",0.19,"Facelinidae","family",0.13,"Noumeaella","genus",0.13,"Noumeaella isa","species",0.13
